Month,Year,wellme,Discharge,TRMM,LST,Vegetation,Canopy,SoilMoisture,SWE,Thickness,Conductivity,Lat,Long,GRACE_TWSA,GWLA,DGWL_m
1,2007,Fairfield,30.553072,133.420504,1.844167,0.354771,0.2019,675.990431,0,43.27882995,10.62352593,38.402613,-88.372262,81.333081,943.1717847,0.1177
1,2007,Fermi,31.5228595,83.98951548,-1.578030314,3.462418498,0.221450569,623.8473225,0.226037566,98.32130839,42.48972681,41.81105877,-88.25284525,29.72122,404.4926038,1.8364
1,2007,Freeport,22.42653926,40.90320439,-4.585311113,0.110172339,0.27690998,599.0558789,0.789931142,94.26013615,35.06365524,42.27922281,-89.71351458,13.612594,217.5527624,5.2825
1,2007,Gale,18.720086,34.823041,-4.434167,0,0.228456,583.826172,0.692622,113.6952927,6.183636749,42.402613,-90.372262,9.032364,-281.0466207,6.6203
1,2007,GoodHope,17.14295,75.348188,-1.518889,0,0.199444,565.297458,0.046933,82.22838505,15.52540707,40.652613,-90.622262,36.910742,-122.0958462,2.0361
1,2007,Greenfield,18.19757618,88.62102012,0.825591454,0.094209729,0.222466295,537.6413873,0.015967413,59.30343667,12.16386144,39.31818397,-90.22482828,46.666895,-61.22894118,4.0401
1,2007,Janesville,32.26423797,135.0928017,0.574312701,1.01E-04,0.292569953,638.180075,0.024035308,78.83670822,20.97618431,39.32451932,-88.2401593,54.33771,,
1,2007,Kilbourne,31.048089,100.188688,-0.779444,0.347222,0.229256,528.655324,0.028444,157.8064065,67.65506536,40.152613,-90.122262,36.910742,-591.0935784,10.3133
1,2007,Monmouth,18.20384958,56.23606606,-1.925505742,0,0.187845453,548.5796134,0.051785379,83.93360094,14.78721648,40.91261418,-90.58640341,36.910742,-1607.73034,4.7394
1,2007,Mt.Morris,21.40846443,47.46168673,-3.771125931,0.272772018,0.296119332,603.6246003,0.457637027,116.8254293,42.68084491,42.03088021,-89.46680381,13.612594,,
1,2007,Olney,32.238802,137.8759,1.839444,0.174267,0.246567,678.170702,0.0128,50.98615798,16.03925486,38.652613,-88.122262,81.333081,1102.598281,0.1392
1,2007,Peoria,28.23508493,96.67678498,-0.581116547,0.001128319,0.264953332,609.3237237,0.083200339,230.5888488,30.29344243,40.74529437,-89.50606312,38.246583,1420.811864,0.7333
1,2007,Perry,22.56627657,81.3746239,-0.279915214,0,0.194727431,514.0802019,0.016412665,69.61666284,35.1238178,39.7904213,-90.622262,46.666895,1220.427135,1.62
1,2007,RendLake,29.579314,134.368307,1.769167,0.552011,0.160856,649.463142,0.001422,49.96639723,20.44530241,38.152613,-88.872262,81.333081,686.2269423,0.8009
1,2007,S.E.ILCollege,39.5588678,174.7656405,2.53327518,6.118171586,0.19507092,639.8796844,0.001353321,26.7466805,,37.7599857,-88.46756041,99.232719,563.7106667,0.9235
1,2007,Snicarte,31.048089,100.188688,-0.779444,0.347222,0.229256,528.655324,0.028444,157.8064065,67.65506536,40.152613,-90.122262,36.910742,,
1,2007,SpartaEden,22.917355,124.972076,2.427778,1.253019,0.187833,616.501729,0.011378,47.53983557,12.42788318,38.152613,-89.622262,70.878329,894.1938621,1.1521
